Date,Reference,Texte,Type
07/12/2020,EPJ01133705,"Q − Avez−vous des informations au sujet des obsèques de l'assassin de
Samuel Paty, Abdoullakh Anzorov, qui auraient eu lieu ce week−end dans le
village tchétchène dont sa famille est originaire ? Quand le corps a−t−il été
remis à la Russie ? Quelle est la réaction de la France à cet hommage dont
des images ont été diffusées dans des médias locaux, notamment sur le site
internet Baza ? R − Nous vous renvoyons vers le ministère de l'intérieur.",Point de presse
03/12/2020,EPJ01132601,"Les chefs de délégation des pays coprésidents du Groupe de Minsk de
l'OSCE, MM. Jean−Yves Le Drian, ministre de l'Europe et des affaires
étrangères de la France, Sergueï Lavrov, ministre des affaires étrangères de la
Fédération de Russie, Stephen E. Biegun, secrétaire d'Etat adjoint des
Etats−Unis, saluent l'arrêt des opérations militaires dans la zone du
Haut−Karabakh, conformément à la déclaration du 9 novembre 2020 du
Président de la République d'Azerbaïdjan, du Premier ministre de la
République d'Arménie et du Président de la Fédération de Russie. Les pays
coprésidents du Groupe de Minsk de l'OSCE appellent l'Arménie et
l'Azerbaïdjan à continuer de mettre en oeuvre pleinement leurs obligations au
titre de la déclaration du 9 novembre, dans le Haut−Karabakh et les régions
avoisinantes, ainsi que les engagements relatifs au cessez−le−feu qu'ils ont
pris précédemment. Ils soulignent l'importance des mesures prises par la
Fédération de Russie en accord avec l'Azerbaïdjan et l'Arménie, pour garantir
que les hostilités ne reprennent pas. Ils demandent également le départ
complet et sans délai de tous les mercenaires étrangers de la région et
appellent toutes les parties à faciliter ce départ. Les pays coprésidents
rappellent à l'Arménie et à l'Azerbaïdjan leur obligation de respecter les
exigences du droit international humanitaire, en particulier en ce qui concerne
les échanges de prisonniers de guerre et le rapatriement des dépouilles. Ils
soulignent l'importance de garantir les conditions permettant le retour
volontaire et durable, en toute sécurité, dans la dignité et la durée des
personnes déplacées en raison du conflit dans le Haut−Karabakh, y compris au
cours des dernières hostilités. Ils soulignent l'importance de protéger le
patrimoine historique et religieux au Haut−Karabakh et son pourtour. Ils
appellent l'Azerbaïdjan et l'Arménie à coopérer pleinement avec les
organisations internationales compétentes pour mettre en oeuvre leurs
obligations dans ces domaines et permettre un accès humanitaire. Les pays
coprésidents appellent la communauté internationale, notamment le CICR, les
445
institutions de l'ONU et les autres structures concernées, ainsi que les
différents pays du Groupe de Minsk de l'OSCE, à prendre des mesures
concrètes et coordonnées pour améliorer la situation humanitaire dans le
Haut−Karabakh et dans les régions voisines. Les coprésidents réitèrent leur
ferme soutien à la poursuite du travail mené par le représentant personnel de
la présidence en exercice de l'OSCE et son équipe. Les pays coprésidents
exhortent l'Arménie et l'Azerbaïdjan à mettre à profit le cessez−le−feu actuel
pour négocier un accord de paix durable et viable sous l'égide de la
coprésidence du Groupe de Minsk. À cet égard, les pays coprésidents
demandent instamment aux parties d'accueillir les coprésidents dès que
possible dans la région et de s'engager dans des négociations de fond pour
résoudre toutes les questions en suspens selon un calendrier agréé. Les pays
coprésidents du Groupe de Minsk de l'OSCE rappellent qu'ils sont fermement
opposés à l'emploi de la force ou de la menace comme moyen de règlement
des différends. Ils réaffirment leur position constante et unanime en faveur d'un
règlement négocié, complet et durable de toutes les questions de fond en
suspens dans ce conflit, conformément aux principes et aux éléments de base
bien connus de l'Arménie et de l'Azerbaïdjan. Les pays coprésidents
demeurent pleinement engagés à atteindre cet objectif, dans la continuité des
efforts qu'ils déploient depuis longtemps pour promouvoir la paix, la stabilité et
la prospérité dans la région.",Point de presse
02/12/2020,EPJ01131602,"M. Jean−Yves Le Drian, ministre de l'Europe et des affaires étrangères,
participe les 1er et 2 décembre par visioconférence à la réunion des ministres
des Affaires étrangères de l'OTAN. Cette réunion est l'occasion pour les
ministres de prendre connaissance du rapport du groupe de réflexion sur
l'avenir de l'OTAN et d'échanger sur les recommandations qu'il propose. Ce
rapport constitue une première réponse au processus de réflexion sur l'avenir
de l'Alliance lancé il y a un an à l'initiative de la France et de l'Allemagne. Dans
la continuité des appels du Président de la République à une réflexion
stratégique au sein de l'Alliance, le ministre a salué les recommandations
permettant de renforcer la cohésion, la solidarité et la prévisibilité entre Alliés.
Le ministre a souligné l'importance des propositions pour renforcer la
coopération avec l'Union européenne, ainsi que de celles visant à réaffirmer les
valeurs et les principes qui doivent guider les relations entre Alliés. Ce
processus de réflexion se poursuivra lors du prochain sommet de l'OTAN en
2021. Le ministre a partagé également ses analyses sur les évolutions du
contexte stratégique qui ont un impact sur les intérêts de sécurité de l'Alliance.
Le ministre a rappelé l'importance d'une posture de défense et de dissuasion
robuste de l'OTAN, à laquelle la France contribue directement, mais également
de maintenir ouverte la possibilité d'un dialogue avec la Russie en particulier,
conformément aux positions agréées de l'Alliance. Ces échanges ont permis
aux ministres d'aborder les crises régionales et l'ensemble des ingérences
extérieures qui menacent la stabilité et l'unité de l'Alliance. Les ministres ont
évoqué la poursuite de la lutte commune contre le terrorisme, notamment en
Afghanistan et en Irak. Le ministre a réitéré l'importance de la concertation et
de la coordination dans les enceintes pertinentes, dans le cadre de la Coalition
internationale contre Daech comme à l'OTAN, pour protéger nos intérêts de
446
sécurité communs dans ces deux pays. Les ministres auront également des
discussions sur les opportunités et les défis liés à l'émergence de la Chine.
Cette session se déroulera en présence du Haut représentant de l'Union
européenne et le ministre rappellera l'importance d'une bonne coordination
entre l'UE et l'OTAN sur ces enjeux. Les ministres seront enfin rejoints par les
ministres géorgien et ukrainien des Affaires étrangères afin d'échanger sur la
situation sécuritaire dans la région de la mer Noire.",Point de presse
24/11/2020,EPJ01129305,"Q − Konstantin Gavrilov, chef de la délégation de la Fédération de Russie aux
négociations de Vienne sur la sécurité militaire et la maîtrise des armements, a
déclaré lundi que la Russie usera de sévères représailles si les pays restés
dans le Traité Ciel Ouvert transmettent des données aux Etats−Unis après leur
retrait de l'accord et restreignent les vols russes au−dessus des installations
américaines en Europe. Comment pouvez−vous commenter cette déclaration?
Est−ce que la France va soutenir les demandes des Etats−Unis d'interdire aux
avions russes de survoler les installations militaires américaines en Europe
dans le cadre de ce traité ? R − La France n'a pas connaissance de demandes
adressées au sujet du survol de bases américaines. Ces demandes ne
concerneraient de toute façon pas la France puisqu'elle n'en possède pas sur
son territoire. Il appartient à chaque Etat partie au Traité de déterminer
souverainement les conditions s'appliquant au survol de son territoire dans le
respect du Traité. Celui−ci prévoit les éventuelles restrictions pouvant être
appliquées aux survols dans l'article VIII, aux dispositions duquel nous
appelons tous les Etats parties à se conformer pleinement. La France respecte
intégralement les stipulations des traités par lesquels elle est liée, y compris
l'article IX du Traité Ciel Ouvert, qui précise les conditions dans lesquelles les
données collectées au cours de vols ont vocation à être communiquées aux
autres Etats parties au Traité, et à eux seuls. Nous regrettons par ailleurs la
décision des Etats−Unis de se retirer du Traité Ciel Ouvert, dont le
fonctionnement nous apporte une transparence et une prévisibilité accrue dans
le domaine des activités militaires, en particulier avec la Russie. La France
continuera de mettre en oeuvre ce traité et engagera un dialogue avec la
nouvelle administration américaine sur la question de la maîtrise des
armements, instrument indispensable à la préservation des équilibres
stratégiques./.",Point de presse
13/11/2020,EPJ01126004,"Q − Hier, le ministre russe des affaires étrangères Sergueï Lavrov a dit que la
Russie demande des garanties que les missions d'observation russes seront
autorisées à survoler les bases américaines en Europe après le retrait de
Washington du traité Ciel ouvert. Moscou demandera également à ne pas
transférer les informations reçues pendant les vols au−dessus de la Russie
vers les Etats−Unis. Est−ce que la France est prête à donner des garanties ? R
− La France respecte les traités auxquels elle est Partie, y compris en l'espèce
les stipulations de l'article IX du traité ""Ciel Ouvert"". Cet article précise les
conditions dans lesquelles les données collectées au cours de vols ""Ciel
447
Ouvert"" ont vocation à être communiquées aux autres Etats parties au Traité,
et à eux seuls.",Point de presse
10/11/2020,EPJ01125405,"Q − Quel est votre opinion concernant le fait que L'Azerbaïdjan et l'Arménie ont
signé sous l'égide de la Russie un accord de fin des hostilités dans le conflit du
Nagorny Karabakh ? Q − L'accord signé sur le Nagorny Karabach intervient
sans intervention du groupe de Minsk. En quoi est−il toujours influent et
d'actualité ? Merci. R − Nous vous renvoyons vers la déclaration de M.
Jean−Yves Le Drian, ministre de l'Europe et des affaires étrangères,
aujourd'hui.",Point de presse
27/10/2020,EPJ01122006,"Q − Lundi, le président russe Vladimir Poutine s'est déclaré prêt à renoncer au
déploiement en Russie européenne de missiles sol−air 9M729 à la condition
que l'OTAN prenne des mesures réciproques. Il a aussi réaffirmé le respect par
la Russie de son moratoire sur le déploiement de FNI terrestres jusqu'à
l'apparition de missiles de catégories similaires fabriqués aux Etats−Unis.
Comment réagit la France aux propositions du président russe ? R − Notre
position sur la violation puis la fin du traité sur les Forces nucléaires
intermédiaires (FNI) est connue. Nous regrettons qu'aucune solution n'ait pu
être trouvée pour maintenir ce traité en vigueur. Le traité FNI était un élément
fondamental pour la sécurité des Européens. Nous continuons d'encourager
une réflexion commune sur les conditions permettant de restaurer la stabilité
stratégique en Europe, via un dialogue sur les instruments et enceintes
multilatéraux. Cela inclut la question de l'avenir de la maîtrise des armements
dans le contexte de la fin du traité FNI et des discussions engagées sur la
prolongation du traité New Start. Nous réitérons sur ce dernier point notre
appel aux Etats−Unis et à la Russie pour trouver un accord sur sa prolongation
au−delà de février 2021. Dans ce contexte, nous prenons note de la
proposition rappelée par la Russie sur ce dossier d'une grande importance sur
lequel un dialogue approfondi doit être maintenu. Nous attendons toujours de
la partie russe des éléments détaillés sur cette proposition qui sont nécessaires
à l'évaluation des gains de sécurité crédibles qu'elle apporterait à la France et
à ses alliés.",Point de presse
19/10/2020,EPJ01119302,"Q − Quelle est la réaction de la France suite à la décision de la Russie de se
retirer des consultations avec les Pays−Bas et l'Australie sur le crash du vol
MH17 ? R − La France a, à de nombreuses reprises depuis 2014, exprimé son
entière solidarité avec les pays ayant perdu des ressortissants lors de la
destruction du MH17 et en particulier avec l'Australie et les Pays−Bas. Nous
avons aussi constamment appelé à la mise en oeuvre de la résolution 2166.
C'est le message qu'ont souhaité porter, collectivement, les 27 chefs d'Etat ou
de gouvernement de l'Union européenne lors du Conseil européen. Avec nos
448
partenaires européens, nous invitons donc la Russie à honorer ses obligations
internationales et à revenir sur sa décision./.",Point de presse
09/10/2020,EPJ01116501,"M. Jean−Yves Le Drian, ministre de l'Europe et des affaires étrangères,
participera au Conseil des affaires étrangères de l'Union européenne, le lundi
12 octobre à Luxembourg. Les ministres aborderont les points suivants : −
Relations entre l'Union européenne et la Russie : alors que l'Organisation pour
l'interdiction des armes chimiques (OIAC) vient de confirmer que l'opposant
Alexeï Navalny a été victime d'un empoisonnement avec un agent chimique
neurotoxique, le Conseil discutera d'une approche commune, prise à l'initiative
de la France et de l'Allemagne, devant déboucher sur l'adoption de sanctions
européennes à l'encontre des responsables, mais aussi de l'importance de
maintenir avec la Russie un dialogue exigeant et ferme. − Haut−Karabakh : les
ministres feront un point de la situation sur la crise en cours. La France, qui
assure la co−présidence du groupe de Minsk avec la Russie et les Etats−Unis,
présentera les efforts conduits dans ce cadre sur le volet politique. −
Biélorussie : les ministres échangeront sur les mesures restrictives
européennes adoptées le 2 octobre à l'encontre de 40 individus. La France
marquera une nouvelle fois son plein soutien à la mise en place d'un dialogue
politique national inclusif. Elle réaffirmera son appui aux efforts de médiation
proposés par la présidence de l'OSCE et aux actions en soutien mises en
oeuvre par l'Union européenne, notamment vers la société civile, qui
témoignent du maintien d'un engagement européen avec la Biélorussie. −
Dialogue Pristina−Belgrade : en présence du représentant spécial de l'Union
européenne, M. Miroslav Lajcak qui facilite ce dialogue, la France rappellera
que l'Union européenne, 1er donateur, 1er partenaire commercial et 1er
investisseur dans les deux pays, se situe dans une perspective de long terme
pour parvenir à un accord global et définitif qui contribuera à ouvrir la voie à
leur perspective européenne. Les ministres auront par ailleurs des échanges
de vues sur plusieurs dossiers d'actualité, en particulier la situation au
Venezuela, au Mozambique et au Kirghizstan. Ils évoqueront également le plan
d'action de l'Union européenne en faveur des droits de l'Homme et de la
démocratie 2020−2024. Enfin, ils débattront sur les moyens que l'Union
européenne peut déployer en soutien au système multilatéral et à un ordre
mondial fondé sur la règle de droit. La France plaidera pour une approche
ambitieuse, et aura l'occasion, avec l'Allemagne, de présenter l'état de nos
initiatives dans le cadre de l'Alliance pour le multilatéralisme.",Point de presse
30/09/2020,EPJ01113702,"Nous avons pris connaissance avec une grande préoccupation de la
condamnation de l'historien Youri Dmitriev à une peine de 13 ans de prison en
appel par la Cour suprême de Carélie. Cette condamnation frappe un historien
et un défenseur des droits de l'Homme connu pour ses travaux liés aux
charniers datant de la période stalinienne. Comme le ministre de l'Europe et
des affaires étrangères l'a souligné dans son discours prononcé à l'Université
Charles de Prague le 6 décembre 2019, là où la liberté académique est
449
menacée, ce sont la démocratie et la paix qui sont en danger. C'est pourquoi
les chercheurs doivent pouvoir travailler librement. La condamnation de M.
Youri Dmitriev est d'autant plus préoccupante que sa santé s'est fortement
dégradée depuis le début de sa détention. Comme ses partenaires de l'Union
européenne, la France appelle à la libération immédiate de M. Youri Dmitriev.
Les autorités françaises continueront de suivre de près l'évolution de la
situation de M. Youri Dmitriev.",Point de presse
25/09/2020,EPJ01112204,"Q − Le président a encore demandé devant les Nations unies une clarification
rapide de la Russie sur l'empoisonnement d'Alexei Navalny en rajoutant que la
France ferait respecter ses lignes rouges. Est−ce de la rhétorique ou
envisagez−vous une réponse concrète étant donné que la Russie campe sur
ses positions ? R − Comme le président de la République l'a indiqué dans son
intervention devant l'Assemblée générale des Nations unies, nous attendons
de la Russie qu'elle fasse toute la lumière sur les circonstances de la tentative
d'assassinat qui s'est déroulée sur son territoire à l'encontre d'un membre de
l'opposition politique russe et au moyen d'un agent neurotoxique de la famille
des Novitchok développée par la Russie. Les responsables de cet acte criminel
doivent être identifiés et traduits en justice. La France est en lien étroit avec
ses partenaires, notamment avec l'Allemagne, pour se coordonner sur la
réponse à apporter à cette atteinte grave aux normes internationales, dans les
enceintes pertinentes.",Point de presse
24/09/2020,EPJ01111604,"Q − Des journaux français ont révélé la conversation téléphonique entre le
président Poutine et le président Macron. Quelle est votre réaction ? R − Toute
fuite de documents confidentiels internes est inacceptable. C'est la raison pour
laquelle nous nous abstenons de les commenter. Une enquête est en cours. Le
dialogue que le président de la République a souhaité établir avec la Russie a
vocation à traiter de toutes les questions, et notamment celles affectant notre
sécurité, dans un esprit de franchise et d'exigence, et il se poursuivra dans cet
esprit.",Point de presse
22/09/2020,EPJ01110804,"Q − Le Procureur général russe a annoncé avoir envoyé des demandes d'""aide
judiciaire"" aux autorités françaises sur l'affaire Navalny. Il demande des
""informations sur la réalisation études toxicologiques en France"" ainsi que sur
""l'enquête d'experts étrangers"". La France va−t−elle répondre à cette demande
ou estime−t−elle que les conditions ne sont pas réunies à ce stade ? R − Nous
avons reçu une sollicitation de la part de la Russie. Elle est en cours d'examen.
La priorité reste que la Russie fasse toute lumière sur les circonstances et les
responsabilités derrière la tentative d'assassinat qui s'est déroulée sur son
territoire à l'encontre d'un membre de l'opposition politique russe au moyen
d'un agent neurotoxique de qualité militaire, appartenant à une famille d'agents
450
développée par la Russie.",Point de presse
18/09/2020,EPJ01110202,"M. Jean−Yves Le Drian, ministre de l'Europe et des affaires étrangères,
participera au Conseil des affaires étrangères de l'Union européenne, le lundi
21 septembre à Bruxelles. Il s'entretiendra par ailleurs avec le Secrétaire
général de l'OTAN, M. Jens Stoltenberg. Ce Conseil, qui prépare le Conseil
européen des 24 et 25 septembre prochains, permettra de traiter les sujets
suivants : − Méditerranée orientale : les ministres marqueront une nouvelle fois
leur solidarité avec la Grèce et Chypre face aux agissements de la Turquie
dans cette zone et rappelleront l'utilité d'utiliser tous les leviers à disposition de
l'UE, y compris les sanctions, de manière à obtenir d'Ankara les clarifications
nécessaires à un dialogue constructif. − Libye : les ministres rappelleront leur
volonté de promouvoir une solution politique sous l'égide des Nations unies et
leur détermination collective à obtenir la cessation durable des hostilités et à
faire respecter l'embargo sur les armes, notamment à travers les actions
concrètes menées par l'opération Irini. Le Conseil adoptera de nouvelles
sanctions qui contribueront à l'atteinte de ces objectifs. − Biélorussie : les
ministres réaffirmeront leur solidarité avec le peuple biélorusse et rappelleront
leur détermination à sanctionner les dérives observées en matière de
répression et de fraude électorale. La France marquera une nouvelle fois son
plein soutien à la mise en place d'un dialogue politique national inclusif et
réaffirmera son appui aux efforts de médiation proposés par la présidence de
l'OSCE. En marge de ce Conseil, les ministres rencontreront Svetlana
Tikhanovskaïa. − Liban : dans le prolongement du déplacement à Beyrouth du
président de la République le 1er septembre dernier, les ministres rappelleront
la solidarité des Européens avec ce pays et l'importance qu'ils attachent à la
formation rapide d'un nouveau gouvernement et à la mise en oeuvre effective
des réformes attendues. Les ministres feront également le point sur les
relations avec la Russie, l'Union africaine, la Chine (quelques jours après le
sommet UE−Chine), sur la politique européenne de voisinage à l'égard de la
rive sud de la Méditerranée, dans l'objectif de relancer un véritable ""partenariat
méridional"" et enfin sur la situation au Venezuela. À l'issue du Conseil des
affaires étrangères, le ministre s'entretiendra avec le Secrétaire général de
l'OTAN, M. Jens Stoltenberg. Cet entretien sera l'occasion d'évoquer les
enjeux de sécurité européenne. Le ministre évoquera notamment la
Méditerranée orientale et rappellera les clarifications nécessaires que nous
attendons de la part de la Turquie, y compris dans le cadre de l'OTAN, ainsi
que les travaux du groupe de réflexion sur l'avenir de l'OTAN engagés à
l'initiative de la France et de l'Allemagne en novembre 2019.",Point de presse
25/08/2020,EPJ01101403,"Q − Avez−vous reçu des informations sur l'état de santé de l'opposant russe
Alexeï Navalny et qu'attendez−vous de la Russie dans cette affaire ? R − Nous
avons pris connaissance des résultats préliminaires publiés par les médecins
de l'hôpital de la Charité de Berlin, qui indiquent que M. Alexeï Navalny a été
victime d'un empoisonnement. La France exprime sa profonde préoccupation
451
devant cet acte criminel perpétré à l'encontre d'un acteur majeur de la vie
politique russe. Il est indispensable que les autorités russes diligentent une
enquête rapide et transparente qui permette d'établir les circonstances dans
lesquelles cet acte a été commis. Les responsables de cet acte devront être
identifiés et traduits devant la justice. Nous souhaitons un prompt
rétablissement à M. Alexeï Navalny et nous réitérons la disponibilité de la
France exprimée par le président de la République à lui apporter ainsi qu'à ses
proches notre appui dans ces circonstances difficiles.",Point de presse
24/08/2020,EPJ01101302,"Q − Est−ce qu'il y a déjà une date prévue pour le début de la reprise des vols
entre la France et la Russie ? R − Des discussions sont en cours à ce sujet./.",Point de presse
30/07/2020,EPJ01095503,"Q − La France soutient−elle les sanctions européennes prises à l'encontre de
la Chine, de la Russie et de la Corée du Nord en matière de cyberattaques ? R
− L'Union européenne a adopté à l'unanimité des vingt−sept Etats membres, et
donc avec le soutien de la France, des sanctions contre les auteurs de
cyberattaques ayant visé les intérêts européens et porté atteinte à notre
sécurité. Ces sanctions s'inscrivent dans le cadre du régime de sanctions cyber
dont la France avait activement soutenu l'adoption le 17 mai 2019 ainsi que le
renouvellement pour un an le 14 mai dernier. Nous nous félicitons de cette
décision prise à vingt−sept : d'où qu'ils viennent, les auteurs de cyberattaques
menées contre l'Union européenne et ses Etats membres doivent savoir que
leurs actions ne resteront pas impunies. La diversité d'origine géographique
des individus et entités désignées pour ces premières sanctions souligne notre
appréhension globale des menaces cyber et notre détermination à y faire face,
quelle que soit leur origine et sans nous concentrer sur un seul Etat en
particulier. En ce sens, cette action est cohérente avec la nature globale de ce
régime de sanctions européen. La France rappelle son attachement et son
engagement actif pour promouvoir un cyberespace libre, ouvert et sûr, dans
lequel le droit international s'applique pleinement./.",Point de presse
29/07/2020,EPJ01095101,"Q − La France négocie−t−elle avec la Russie sur l'ouverture réciproque des
frontières ? Quand peut−on de nouveau voyager entre les deux pays ? Est−ce
que la décision sur l'ouverture des frontières après la crise sanitaire dépend
des recommandations de Bruxelles ou la France va−t−elle décider elle−même
? R − La France, sur le fondement des recommandations adoptées par le
Conseil de l'Union européenne les 30 juin et 16 juillet 2020, a décidé de lever
les restrictions mises à l'entrée à ses frontières extérieures à l'espace
européen de personnes arrivant de plusieurs pays tiers définis en fonction de
critères sanitaires. Cette liste de pays est soumise à un réexamen régulier, en
coordination avec nos partenaires européens et en prenant en compte
l'évolution de leurs situations sanitaires respectives et les conditions de
452
réciprocité. Depuis le 18 mars, sur décision souveraine russe, aucun
ressortissant étranger n'est autorisé à pénétrer en Russie, y compris les
étrangers munis d'un titre de séjour temporaire, et les frontières extérieures de
la Russie sont fermées jusqu'au 31 juillet (cette mesure est susceptible d'être
reconduite). Les liaisons aériennes commerciales avec l'Union européenne
demeurent donc suspendues et se limitent à des vols spéciaux reliant Moscou
à certains aéroports des pays de l'Union européenne, notamment Paris CDG et
Nice./.",Point de presse
23/07/2020,EPJ01093602,"Q − Est−ce vous pouvez dévoiler quand et où aura lieu la rencontre des
ministres des affaires étrangères français et russe (ainsi que de leurs collègues
des ministères de la défense) en format 2+2 ? R − Les directeurs politiques
des ministères de l'Europe et des affaires étrangères et des armées ont
accueilli jeudi 16 juillet à Paris leurs homologues russes pour des consultations
consacrées aux sujets de stabilité stratégique et de crises régionales, dans la
perspective de la prochaine tenue à Paris du Conseil de coopération sur les
questions de sécurité (CCQS), réunissant les ministres des affaires étrangères
et de la défense français et russes. Cette réunion du Conseil de coopération
sur les questions de sécurité fera l'objet d'une annonce le moment venu./.",Point de presse
17/07/2020,EPJ01091901,"Q − Quels sont les résultats concrets des consultations franco−russes sur la
stabilité stratégique et les crises régionales et internationales ? R − Nous vous
renvoyons vers notre communiqué d'hier.",Point de presse
10/07/2020,EPJ01090101,"La France salue la publication du rapport spécial de la Commission d'enquête
internationale et indépendante sur la Syrie le 7 juillet 2020 sur les violations du
droit international humanitaire à Idlib, rendu à la demande du Conseil des
droits de l'Homme. Ce rapport indépendant souligne la responsabilité des
forces pro−régime en Syrie dans des actes susceptibles de constituer des
crimes de guerre lors de la récente offensive du régime syrien et de la Russie à
Idlib. Il s'agit en particulier d'attaques délibérées des forces aériennes
syriennes et russes contre les personnels de santé et les infrastructures
médicales et civiles. La Commission d'enquête souligne par ailleurs que les
bombardements aveugles des forces pro−régime, et les déplacements massifs
et forcés de près d'un million de civils qu'ils ont engendrés, pourraient
s'apparenter à un crime contre l'humanité. Ce rapport marque également la
responsabilité du groupe terroriste désigné par les Nations unies Hayat Tahrir
al−Cham dans plusieurs actes susceptibles de constituer des crimes de guerre,
notamment des exécutions extra−judiciaires, des traitements inhumains et
dégradants, des actes de torture, et des pillages. La France réitère sa plus
ferme condamnation de ces actes et de la politique de terreur employée par les
forces pro−régime et les organisations terroristes en Syrie. Ces crimes ne
453
doivent pas rester impunis. La France s'y emploie avec détermination et en
étroite coopération avec ses partenaires internationaux et soutient à ce titre la
Commission et le Mécanisme International, Impartial et Indépendant.",Point de presse
08/07/2020,EPJ01089201,"La France regrette profondément l'absence d'accord du Conseil de sécurité sur
le renouvellement du mécanisme d'aide humanitaire transfrontalière pour la
Syrie. La Russie et la Chine ont choisi d'utiliser leur veto à l'encontre du projet
soutenu par 13 des 15 membres du Conseil de sécurité. Ce choix met en péril
l'appui humanitaire international à la Syrie, dans un contexte de pandémie
mondiale. Il n'existe pas d'alternative au mécanisme d'assistance
transfrontalière pour apporter quotidiennement une assistance vitale à des
milliers de civils dans le besoin. Le régime syrien continue d'imposer des
obstacles majeurs à l'acheminement d'une aide humanitaire libre et sans
entrave à la population civile, notamment dans les régions qui échappent à son
contrôle. La France appelle l'ensemble des membres du Conseil de sécurité à
faire preuve d'unité et de responsabilité et à poursuivre le dialogue pour
renouveler ce mécanisme indispensable, comme le demandent également le
Secrétaire général des Nations unies ainsi que les agences humanitaires./.",Point de presse
30/06/2020,EPJ01087201,"M. Jean−Yves Le Drian, ministre de l'Europe et des affaires étrangères, s'est
entretenu hier par téléphone avec son homologue norvégienne, Mme Ine Marie
Eriksen Søreide. Le ministre a félicité son homologue pour l'élection de la
Norvège au Conseil de sécurité des Nations unies comme membre non
permanent pour 2021 et 2022. Il a marqué le souhait de notre pays de
coopérer étroitement avec la Norvège sur les questions de paix et de sécurité
internationales dans ce cadre. Les ministres ont évoqué la situation au Sahel,
en Libye, dans le Golfe, au Proche−Orient, crises sur lesquelles nous avons
des approches convergentes. M. Jean−Yves Le Drian et son homologue ont
par ailleurs fait un point sur la réponse internationale à la crise de la Covid−19.
Ils ont évoqué la coordination de la levée des restrictions aux déplacements
aux frontières intérieures et extérieures de l'espace Schengen et la mise en
place d'une Alliance pour un vaccin inclusif à laquelle la Norvège a confirmé
vouloir participer. Les ministres ont aussi décidé de poursuivre leurs échanges
sur l'Ukraine et la Russie, la relation Union européenne−Chine et sur les
négociations de la relation future entre le Royaume−Uni et l'Union européenne,
soulignant l'importance de préserver les intérêts de pêche réciproques de nos
deux pays.",Point de presse
12/06/2020,EPJ01082102,"M. Jean−Yves Le Drian, ministre de l'Europe et des affaires étrangères,
participera le 15 juin 2020 à la visioconférence des ministres des affaires
étrangères de l'Union européenne. Cette réunion sera essentiellement
consacrée aux relations entre l'Union européenne et les Etats−Unis. À cette
454
occasion, les ministres des 27 pourront échanger avec le secrétaire d'Etat
américain, M. Mike Pompeo, afin d'évoquer la coopération transatlantique dans
la gestion de la crise de la Covid−19, la lutte contre la désinformation et
l'importance de promouvoir le multilatéralisme. Cette discussion permettra
également d'aborder la relation de l'Union européenne et des Etats−Unis avec
les grands partenaires comme la Chine, la Russie, ainsi que les crises en
Afrique et au Moyen−Orient, en particulier le Processus de paix au
Proche−Orient pour rappeler l'attachement de l'Union européenne au droit
international et à la solution des deux Etats. Lors des discussions avec le
secrétaire d'Etat américain, la France insistera en particulier sur l'importance,
pour l'Union européenne comme pour les Etats−Unis, de passer des messages
constructifs et convergents à la Chine, en vue de défendre un système
multilatéral fondé sur des règles et sur davantage de réciprocité, ce qui passe
notamment par des engagements chinois plus ambitieux dans le domaine de la
concurrence équitable, la lutte contre le changement climatique et le
développement durable, sans omettre la question des droits de l'Homme. Le
ministre devrait également souligner toute l'importance de l'engagement
américain au Sahel pour lutter contre le terrorisme, en soutien à l'opération
Barkhane et à la Force conjointe du G5 Sahel, dans le prolongement de la
réunion ministérielle de la Coalition pour le Sahel du 12 juin. Il abordera aussi
le dossier libyen, pour insister sur la nécessité d'encourager toutes les parties
libyennes et leurs soutiens internationaux à s'engager pleinement en faveur du
dialogue politique, en rappelant l'importance de trouver rapidement un
successeur à M. Ghassan Salamé en tant que représentant spécial du
secrétaire général des Nations unies. Enfin, les ministres évoqueront d'autres
dossiers internationaux d'actualité, en particulier l'organisation, le 25 juin
prochain à Berlin, d'une conférence de soutien à la transition politique au
Soudan, et l'attachement de l'Union européenne au respect du droit
international en Méditerranée orientale.",Point de presse
